"";"baseMean";"log2FoldChange";"lfcSE";"pvalue";"padj"
"TrF0715W";109,844116074727;-7,80219522692665;1,02614680732271;1,10800420007572e-14;1,76265706332657e-13
"TrA1880W";6168,71616931185;-7,78805594997466;1,33078675619571;1,78309182693927e-10;1,82872212959717e-09
"TrB0848C";149,285014278939;-7,77133931699281;0,806176442219902;5,59487221671839e-22;1,55878525396272e-20
"TrA1372C";12141,5311499461;-7,75026166493662;0,443049695100703;4,5417069861243e-70;8,76381236952133e-68
"TrG1060W";42,8348763456286;-7,74932550138331;1,50865248566699;4,86793035873168e-09;4,2411232724067e-08
"TrE0671C";11273,3875539109;-7,74415769772003;2,01012438026401;2,23941459369439e-06;1,2842432617664e-05
"TrE1142C";1131,01470986249;-7,72811571274366;1,33607327165541;2,5880568166383e-10;2,61060523033602e-09
"TrC1551C";1129,54081113611;-7,71579568103709;1,16352901142169;1,41655382887983e-12;1,84275791472257e-11
"TrE0660W";17945,0787296157;-7,67501004106906;0,43087284833545;4,1608960638703e-72;9,03261187198512e-70
"TrF1129W";225,1246712896;-7,67046534440426;0,692006155903364;4,25715633733839e-29;1,78869229980105e-27
"TrF0083C";551,308224115134;-7,63859410473838;1,27274572666718;8,41230337240863e-11;8,91721273046774e-10
"TrD1299W";682,838101728449;-7,63063436093184;0,671360015739815;3,64012216871226e-31;1,70090013443864e-29
"TrD0539C";47,7604470766119;-7,59657710081212;1,69068007355385;1,70159219931079e-07;1,17033602091211e-06
"TrE0001C";18,813893966263;-7,59465166344107;2,77956848710808;2,79829202593276e-07;1,85602819288475e-06
"TrF1087W";42,6714652479758;-7,58002636591251;1,54204388304489;1,62746927655158e-08;1,31154136594489e-07
"TrA1531C";11,301159297023;-7,56374387220958;2,84833415660747;1,24345302754167e-06;7,43013140309904e-06
"TrE0670C";5299,44275556449;-7,5495058912982;1,87534130305198;1,25816127818071e-06;7,50431626711106e-06
"TrG1008W";10,7724626758091;-7,54379100098888;2,73541554101635;1,39020225501149e-07;9,68957023225402e-07
"TrC0398W";546,588613302833;-7,50976557066566;1,52649287227124;3,03834390231657e-08;2,34341550422936e-07
"TrA1904W";591,807484375747;-7,49219559409155;0,583316639274307;7,04529769123578e-39;4,44921223895011e-37
"TrA1529C";7,80996323710938;-7,48961180786078;2,83756109294338;1,43351997925521e-06;8,44868675556521e-06
"TrC1545W";10,2032077835779;-7,48389651369261;2,96371969928491;7,95516423665831e-06;4,1301849200787e-05
"TrF0981W";9,00853574506223;-7,44402821449366;2,81268220599584;1,14191790006863e-06;6,88587067055273e-06
"TrA0865C";871,472964247237;-7,41299127591367;1,59527202731777;1,04196923611493e-07;7,39599416915366e-07
"TrC0101W";123,696071826418;-7,37135754699628;0,853178371965437;5,18278982727342e-18;1,07152123016248e-16
"TrG1010C";9,23387101525997;-7,35513581578509;2,65569842795885;5,84355822793224e-08;4,32763871606638e-07
"TrC1575C";683,756419642183;-7,35114017514467;0,533193739251379;1,92575087406118e-44;1,6862457233376e-42
"TrG0354C";614,86987433152;-7,33966283719888;1,32030252314795;1,05589485831298e-09;1,00022040214738e-08
"TrB1968W";1024,25014552124;-7,33643752979915;0,549608170462333;5,74870174524668e-42;4,30945843060938e-40
"TrA0053C";10,2747807696667;-7,33051757362818;3,54277984655627;0,000307982633841553;0,00115355105845758
"TrD0146W";508,037161128924;-7,32710770509378;0,531419996211858;6,35145427571395e-44;5,33727044781769e-42
"TrE0110C";2104,86965123449;-7,32222953307641;0,560396379034149;2,3902588733298e-40;1,58640111210806e-38
"TrA1899C";89,818360313544;-7,29022440146045;1,25963757334006;2,25558381832965e-09;2,05447407228977e-08
"TrB0797W";3361,83864543798;-7,26804872929097;0,492389399278861;2,10907209139682e-50;2,2198516355914e-48
"TrD1309W";9,95502318128972;-7,26169059823324;2,67243079225201;1,70416492787531e-07;1,17133235807789e-06
"TrG1061C";510,994594258032;-7,23928422107307;0,527548092351325;7,16012719141275e-44;5,96868202676167e-42
"TrD1007C";72,4144400335726;-7,19783652779524;1,96611091302736;1,2109400004494e-05;6,09183721213769e-05
"TrB0016W";490,642159249339;-7,19712104118422;0,502917270414292;1,93766774278507e-47;1,88696241867481e-45
"TrA1965W";10,1570536296303;-7,19682514771336;2,64509180867837;1,25389995621959e-07;8,79840912040955e-07
"TrG1170C";7,82434988838666;-7,1943179861568;2,77741180040101;2,12572669068938e-06;1,22443737517874e-05
"TrD0538W";35,5616405764465;-7,18082821359114;1,41560138428713;8,12112538485838e-09;6,84091564351045e-08
"TrA2146C";10,8712199005879;-7,16211587641746;2,76801012333246;2,0200798648055e-06;1,1681038951872e-05
"TrA0008W";32,4845990896535;-7,15205147877191;1,41981654712988;9,52951724339068e-09;7,94380557409047e-08
"TrC1560C";9,0609052038173;-7,13925336952165;3,43649613200226;0,000284117913722835;0,00107423382921172
"TrC0296W";1361,54115474286;-7,13789755216224;1,52784655336603;9,49328732325102e-08;6,7939597464475e-07
"TrF0394W";7,69150206475109;-7,10487794824597;2,79249638427786;3,67009257196197e-06;2,02877265781664e-05
"TrF0452W";11,0886882585182;-7,10120727741187;2,68807236496289;6,12521805395652e-07;3,84718337083948e-06
"TrB0604C";30,1423622228143;-7,0949144673864;1,52740043173798;9,72253770245931e-08;6,93896183970041e-07
"TrF1086C";9,32328639775188;-7,08276343788766;2,89400182155754;1,38567780002193e-05;6,90519496711072e-05
"TrC0766W";440,017309702689;-7,0614157336721;1,36118950185356;8,0524873036953e-09;6,79408240522308e-08
"TrF0233W";9,3241381223137;-7,05686853647575;2,67200836505953;5,8778425167897e-07;3,70296971130282e-06
"TrA1900W";46,4798922134762;-7,03942635684314;1,4697186183712;4,60743784929613e-08;3,46139166471995e-07
"TrC0009W";11,5710912413674;-7,0152827324634;2,73051614046711;2,07495048734944e-06;1,19717519812741e-05
"TrE1304C";53,0999034438849;-7,01419549434179;1,00937390011497;1,00587512324816e-11;1,20059779888268e-10
"TrC1268W";171,161399296485;-7,00870940793535;0,760464429169851;1,11193170527316e-20;2,77184889209242e-19
"TrB1903W";319,770359902647;-7,00808952790383;0,649544928300952;4,03351379726894e-28;1,60416846441001e-26
"TrB0423W";15,8634656428192;-6,99795352480717;4,01162731094096;0,000999383759578346;0,0033430429453632
