"";"baseMean";"log2FoldChange";"lfcSE";"pvalue";"padj"
"TrB1274C";1134,85803517286;-2,99775288495073;0,197465881515782;4,77657906056092e-53;6,10088560510144e-51
"TrF0025W";381,135425096195;-2,99270718755734;0,408101846414527;2,3152907736681e-14;4,14319459287927e-13
"TrG0676C";3549,09990982069;-2,99157989691849;0,196013813596123;1,50724328238117e-53;1,97448869991933e-51
"TrG0008C";4,72385176268123;-2,99127870650687;1,24403981298741;0,00278986921992776;0,00954684651347016
"TrA0909W";1082,38906671907;-2,99088668707678;0,21643828234587;1,87561801028686e-44;1,79112755412253e-42
"TrG0300W";66,4245487279248;-2,97963009752571;2,28802825855455;0,00512960261704896;0,0162122732882791
"TrE0211W";3,33138250706293;-2,97546175074355;1,75955954801965;0,00569459746147205;0,017731508401514
"TrF0189C";116,759465588894;-2,97247689620867;0,457833263206549;8,93153475135763e-12;1,22664545819049e-10
"TrG0131C";4997,90315014161;-2,96379874775105;0,154212343329699;2,78488280239462e-83;7,9044256874634e-81
"TrB0626W";4,41494262940145;-2,95868682666855;1,57070323598275;0,00488049223499766;0,015520967836043
"TrE0423C";100,553052473757;-2,94988068425874;0,377611610063205;6,3418450494326e-16;1,33061545616227e-14
"TrE0738C";343,135350885022;-2,94918835628721;0,283988495799804;3,13986087799284e-26;1,20613152072672e-24
"TrF0836C";2793,66806741666;-2,94766194793129;0,481809321506947;9,36090975080429e-11;1,13195000986649e-09
"TrA1544W";454,085650688925;-2,93981276538275;0,319024133887227;3,47927314362262e-21;9,98629578133032e-20
"TrC1433W";23,3407107220722;-2,93075475196181;0,656765300262753;8,92250593475916e-07;6,30935402362416e-06
"TrB0413C";377,829778722385;-2,92669477113685;0,327673516756575;4,62654779298893e-20;1,26401244248024e-18
"TrG0629W";357,674498657252;-2,91566128472358;0,249751121098344;1,96360147517153e-32;1,12089831694428e-30
"TrG0976W";13,2351228885745;-2,91020023098218;0,935725835640016;0,000199597350518719;0,000917447470805342
"TrB0011W";484,750661675825;-2,90858514625551;0,14378430924781;6,34815956830219e-92;2,40242572107081e-89
"TrF0451W";3,67843584726155;-2,90851895266822;1,27502034885127;0,00358535698441089;0,0118791107868711
"TrF0308W";29,9105872315814;-2,90696086915849;0,64305933270785;6,41119727574089e-07;4,64607189812202e-06
"TrG0010C";63,4436911332306;-2,90470892022509;0,520709958003446;2,8174041003458e-09;2,84468726258236e-08
"TrB1132W";7,44700101522086;-2,90218021492448;1,26153298257452;0,00183001608787731;0,00657031074698889
"TrF0060C";305,171073542749;-2,8997636063792;1,14189195753766;0,000709995723401603;0,00283831623697871
"TrG0009C";2,79621269149401;-2,89662632717974;1,6819250495665;0,00590867980029909;0,0183176244537185
"TrC1475C";6,86077984728091;-2,89171946041433;0,813603943721911;7,00854066273609e-05;0,000352948587934142
"TrA1889C";448,130079476931;-2,89159721465212;0,426956720403221;1,43044855017387e-12;2,1400180506115e-11
"TrG0111W";90,6996921397536;-2,88853384332928;0,355351943097969;5,25455881269873e-17;1,19048962191032e-15
"TrB0473C";53,4816060452277;-2,88695636940215;0,601657958333877;1,63730166380689e-07;1,2948876471191e-06
"TrC1058C";95,5578562687244;-2,877858966228;0,377124304617822;2,7130527467739e-15;5,26033642628762e-14
"TrD1027W";8,72033916765753;-2,87754501848429;1,3430765812673;0,00229026053802952;0,00800885769253444
"TrD1181W";5,70821949299671;-2,87062865795563;1,14037694727929;0,00258520300443888;0,00891515501159518
"TrA1371W";337,71807585945;-2,87060423004028;0,326115800871396;1,50647878490479e-19;4,02963356653328e-18
"TrB0629C";3,5531614056475;-2,86966455588895;5,01505785716615;0,0111821013787588;0,0316769370358073
"TrF0056W";827,183674344635;-2,8696271191252;0,523136833005889;4,25592370012051e-09;4,20570873963553e-08
"TrG1181C";5,82344593442594;-2,8611348552375;0,919532645410682;0,000307914746892335;0,00135498401539444
"TrC1015W";11,936214235312;-2,86112849607005;0,755938428240526;2,20671444101496e-05;0,000121816359580177
"TrA2138W";26,163923657091;-2,8610086877744;0,585499834755284;1,2446410193284e-07;1,00297649333578e-06
"TrB0914W";41,4008463430595;-2,841401260366;0,603105112955445;2,83874297830043e-07;2,16303324028887e-06
"TrB1563C";895,575197541677;-2,83945427134451;0,26806222190213;3,5061791732938e-27;1,50529994927378e-25
"TrF1057W";60,160012960004;-2,83120849875426;0,519719288292809;5,83977557253314e-09;5,68293588572796e-08
"TrF0295C";745,136045617863;-2,82467829139415;0,349790637965605;7,51443383556485e-17;1,68014190222761e-15
"TrC0425C";299,687829214878;-2,8239127692613;0,329318261956031;1,23367054260271e-18;3,08961902066531e-17
"TrE0117W";79,6638615221998;-2,82062374258834;0,683727759970174;3,61869836297441e-06;2,31678320005467e-05
"TrA1876W";552,914756442739;-2,80608316356735;0,298919328576649;7,59629633042441e-22;2,26294332082439e-20
"TrD0618W";299,710161593717;-2,79860116511361;0,239071071946077;1,63021880001179e-32;9,41105971667823e-31
"TrA1824C";4537,82210177275;-2,79770253132823;0,701091449448382;5,75644127170703e-06;3,54119909177016e-05
"TrD0080W";46,1567237136627;-2,79301043477435;0,610119117595086;4,90129373530605e-07;3,6081714256021e-06
"TrA2082C";20,8902786041829;-2,7853701786062;0,460231629313305;2,54311678616216e-10;2,92301094724465e-09
"TrF0449C";6,59241893886172;-2,78469170140533;0,988173452756219;0,000698081318539738;0,00280274849227467
"TrC0873C";5,4059827539852;-2,78144784856275;1,4619265611604;0,00677532798221426;0,0206226694436298
"TrA1630C";1933,16052752263;-2,77898864457489;0,143297321889783;1,47085165327162e-84;4,29404634089413e-82
"TrG0790C";5,35438182027032;-2,77817575811592;1,03585218021126;0,00125875081944413;0,00474434373776472
"TrA1155W";329,922984205033;-2,76234593358058;0,427131357339597;1,11669193867039e-11;1,51733487092208e-10
"TrE0212W";3,80753271816071;-2,74854452933146;1,98102850027684;0,0097536252535463;0,0281373638737256
"TrB1251W";20,8689556473604;-2,74531446922996;0,641308832389842;2,11975941284036e-06;1,41381864754587e-05
"TrB1333W";2321,19903752571;-2,74368886962309;0,160012381479198;5,64807422789271e-67;1,22791537150229e-64
"TrC1326C";42,52641615803;-2,74304799490601;0,63452531835141;1,64384933357425e-06;1,11458875185545e-05
"TrD1398C";2130,07449183791;-2,7429632664415;0,307313090866969;5,0822388145389e-20;1,38480843218556e-18
"TrC1102C";70,0835846020786;-2,74154085940958;0,505710103998339;6,72079047822795e-09;6,47248229090793e-08
"TrD1280C";12,6860954062333;-2,73805422511275;0,749837954179198;3,72464522873957e-05;0,00019739846964347
"TrA1902W";101,572348919748;-2,73311519955107;0,368092018701663;1,47521387821285e-14;2,68203703798991e-13
"TrF0372W";30,1113500680789;-2,72351350533856;0,57628037300627;2,80353135297261e-07;2,1393938285791e-06
"TrA0487W";43,7569944313943;-2,71539677782969;0,714898818460081;1,47342939708099e-05;8,45814695470423e-05
"TrG0129W";186,910787756499;-2,71409307232834;0,311444237498985;3,58753413952371e-19;9,28036046522868e-18
"TrD1400C";50,2225751638724;-2,70808512652836;0,515179074257888;1,70858874547481e-08;1,55600354734952e-07
"TrC1371W";1,40516941979869;-2,70590486987219;3,23099879246773;0,0131826086504825;0,036445171032949
"TrC1392W";295,530085262705;-2,70095995015451;0,545368388062661;7,82800390472686e-08;6,4976883751827e-07
"TrF0392C";1529,45413556038;-2,69975803035274;0,696713747236638;1,11488788675031e-05;6,50967110103695e-05
"TrA1881W";38,0389525163635;-2,69639565154866;0,369267806742525;4,48956641336186e-14;7,74905229927896e-13
"TrD1380C";40,8105722642559;-2,69158286061055;0,651499387427957;3,95096834025805e-06;2,51376055421898e-05
"TrB1960C";21,5735140202237;-2,6872487825809;0,620815227127346;1,96867571625263e-06;1,31562645315038e-05
"TrE0303W";376,690702170593;-2,68389314631667;0,244862932842522;7,18771612156174e-29;3,40018904306101e-27
"TrF0767C";310,828190878697;-2,67898685835303;0,413356223501521;1,05877047169924e-11;1,44054815976335e-10
"TrE1029W";2,75457869010822;-2,6788771848432;1,75385035626735;0,00916178784531733;0,0267402254204373
"TrF0044C";127,623485493334;-2,67525366701199;0,421392472557033;2,71588256221442e-11;3,55325070687669e-10
"TrG0760C";1142,92604775662;-2,67366099027329;0,190590406466948;1,27039077498909e-45;1,24815893642678e-43
"TrD0221W";579,021977022735;-2,6695621340755;0,351700061816857;3,7933902902906e-15;7,29959736086428e-14
"TrA0157W";1648,22912497893;-2,6636164006534;1,09950301183192;0,00108464467997215;0,00415598803166719
"TrE0147C";765,677320690527;-2,65424410112775;0,24317761645217;1,24325348485973e-28;5,80071420470168e-27
"TrA2027W";419,505350884094;-2,65349141928036;1,35876400875684;0,00287589065615526;0,00980836139005155
"TrF0023C";9,6836909187896;-2,65244516823167;0,864121887457833;0,000322859842547098;0,00141587204770225
"TrG0476W";17176,7175892668;-2,65071935952267;0,459620777197711;9,31574255550146e-10;1,00621836609e-08
"TrE0032C";208,14857225653;-2,64413984084205;0,348755180442114;4,83053100896967e-15;9,17441744417325e-14
"TrE0823C";221,899671628738;-2,64156683204714;0,693045349455071;1,44315129707052e-05;8,29893843066679e-05
"TrE1211C";3911,13415586523;-2,63894298609987;0,460939957805119;1,07308654426474e-09;1,14814641982169e-08
"TrB0432C";632,110207980116;-2,63868256290164;0,375458565344254;2,53605973902615e-13;4,13292797661392e-12
"TrA0096C";82,1811033388896;-2,6379236470583;0,360090087717074;3,08774984935896e-14;5,43040068171253e-13
"TrB1278W";139,374242906209;-2,63643374669527;0,341578574792422;1,57117831611679e-15;3,12949318403145e-14
"TrE0028C";71,5499053345163;-2,63479159647353;0,359703727991477;3,17260297499846e-14;5,57004419218802e-13
"TrD1315W";12,4913982636677;-2,63100617310597;0,82913980737907;0,000196643294008094;0,000906315371301173
"TrC0617C";1201,02692494005;-2,62909570026118;0,633923626500869;3,55348710632459e-06;2,28074945052919e-05
"TrG0838W";2170,693191925;-2,62796050965842;0,222952410659269;6,16982072868814e-33;3,62317403481238e-31
"TrD0076C";8,38652094586359;-2,62370732668081;0,815192310827476;0,000175755646925154;0,000817047861820392
"TrG0038C";198,412422914742;-2,62306462423008;0,351449960162139;1,09609404544126e-14;2,02529637546452e-13
"TrF0081W";767,813145018939;-2,6159584211855;0,356091767356943;2,51270501771615e-14;4,47296513432467e-13
"TrA1875C";599,909127210432;-2,61226169191085;0,309458411608439;3,96521162412767e-18;9,46247670541317e-17
"TrB1039W";5310,28694355116;-2,61205892577174;0,589885869105793;1,08791254058251e-06;7,57240486353685e-06
"TrB1266C";938,822375615776;-2,6103523107251;0,179229519284906;4,83308513036555e-49;5,31015740452421e-47
"TrA0674W";1097,6734247965;-2,60455589372424;0,596477057274014;1,36917518926603e-06;9,39572336059119e-06
"TrG0746C";218,790921477848;-2,60191983054574;0,205608913944408;1,56789980998629e-37;1,10488277644413e-35
"TrB1589W";167,645425779668;-2,60187500664229;0,39406435983487;4,92141311273944e-12;7,03314673929673e-11
"TrA0137C";961,603896105483;-2,60159015337097;0,241762171181202;4,99688319249442e-28;2,24925781766115e-26
"TrB1213C";35,3268983716097;-2,59089956689462;0,480312439756844;9,22907019864242e-09;8,6754957948232e-08
"TrC1578W";341,147040765519;-2,58835751579762;0,302311152379732;1,31021797305568e-18;3,26531884114219e-17
"TrF0217C";3,8973419616279;-2,58600209899568;1,21440143027719;0,00414190463262403;0,0134697586047589
"TrG0430W";712,295504962965;-2,56613907316154;0,268305864575612;1,47380674953562e-22;4,6194347750782e-21
"TrF0253C";118,839187321046;-2,56484544114529;0,381359464871283;2,33062052479092e-12;3,41178804044608e-11
"TrC1569W";7,58807608326402;-2,5632356536734;0,885472344961457;0,000593914387239412;0,00244209948040737
"TrF0024W";5,21427858143799;-2,55592783596093;1,40288663495846;0,00848215297402422;0,0250348466460368
"TrD0818W";6,28480786372436;-2,55453523425893;0,813671910541385;0,000286302770044771;0,00127414708376196
"TrG0758W";5334,13558817722;-2,554106898042;0,257991356952763;4,08145953726816e-24;1,42823128602075e-22
"TrE0587W";1122,39865722896;-2,55067578657697;0,172126057844097;1,52494415158295e-50;1,77066810691757e-48
"TrE0137W";2,61220316665293;-2,5490112278239;3,25525234149162;0,0148328533033661;0,0402546287221425
"TrG0404W";33,8426652321026;-2,54890971990942;0,454591557446112;3,09317135277106e-09;3,10033999098681e-08
"TrC1459C";16,6962401940973;-2,54848288397442;0,831504789117806;0,000277107679109526;0,00123916247927402
"TrE0667W";3,18733639400047;-2,54700749014479;1,35087343140886;0,00863984231373076;0,0254341425415445
"TrA0193C";432,57960913152;-2,54121530946396;0,211794179036548;4,86688485940335e-34;3,03230667642582e-32
"TrA0966W";140,6349225764;-2,53954258397697;0,804095042968793;0,000153860749952307;0,000722163134135356
"TrB0019C";2,97525604762649;-2,53616780401822;3,94547406784443;0,0145272022315714;0,0396154129709626
"TrF0192W";533,736327851313;-2,53609910547833;0,297381845166332;1,90634743425202e-18;4,66006174238928e-17
"TrC1545W";10,2032077835779;-2,53464163799327;1,58084067952206;0,00792855955720432;0,023605484136222
"TrA0960C";34,4968255551592;-2,53462959169035;0,67485264122634;1,96431879090288e-05;0,000109859931064289
"TrG0857W";24,8042271518373;-2,53291178834707;0,7312592011714;5,99965090827016e-05;0,000306215948954568
"TrB1332C";52,8078774303908;-2,53132636635899;0,479690643271179;1,89834961092492e-08;1,72420767328274e-07
"TrD1323C";145,665876967133;-2,52954355512073;0,462854194976428;5,95638453871816e-09;5,78539327154203e-08
"TrD0020C";30,485240291629;-2,52925542118865;0,64443167120953;1,03367561803536e-05;6,06668435674054e-05
"TrA1543C";15,4328840839456;-2,52534069995552;0,778136721012781;0,000158263938667634;0,000741678915645364
"TrC1490W";3,29939190031328;-2,52348414197284;1,26766134129457;0,00761737371525272;0,0227985719456509
"TrA0435W";4134,13151889417;-2,52148290327238;0,340117473570721;1,47777143510308e-14;2,68203703798991e-13
"TrC1432W";168,795497162321;-2,51989051099302;0,417613125850217;1,98901208546859e-10;2,31741453698039e-09
"TrD0321C";4,71282459048148;-2,5192723268503;1,01358218922665;0,00186231410791218;0,00667640480579025
"TrB0631W";2387,85037371011;-2,51888796860738;0,655786791053622;1,31714718830527e-05;7,62527477059675e-05
"TrE0066C";18,4001447327758;-2,51739694484684;0,718252004768705;5,56235157634444e-05;0,000285895917540681
"TrA1907C";21,4098622304632;-2,51717432338633;0,736659415982081;7,46599825220134e-05;0,000373592410093013
"TrB1867C";4545,42485142037;-2,51389290167423;0,295356171448236;2,31264720613529e-18;5,62634027435485e-17
"TrB0322W";2886,74954188467;-2,513830497259;0,381169881904289;5,26875678042245e-12;7,50852953728823e-11
"TrE0039W";46,9159521545308;-2,51226023337076;0,695199582094916;3,38052531873898e-05;0,000180943990083158
"TrA0267W";473,439234854897;-2,51151823866485;0,370027665038919;1,49175184852287e-12;2,22521465521266e-11
"TrC1541W";4,55935355746987;-2,50856026038995;1,48105325544122;0,00760814248904205;0,0227776149877034
"TrF0918C";1550,03856661731;-2,50761746847882;0,293420519762953;1,7482454799384e-18;4,29412796009869e-17
"TrA1108W";331,486570974027;-2,50536740654545;0,407552764625877;9,48526729292359e-11;1,1456319290673e-09
"TrC0693C";327,994797210961;-2,50070974041668;1,22616203028767;0,00283830735363601;0,00969960686938221
"TrB0240W";956,036950235025;-2,49563677746149;0,209068905387299;1,08355093631404e-33;6,59031158765287e-32
"TrD1285W";304,004693639939;-2,49397114768852;0,325867231995499;2,83070120167427e-15;5,4780501664219e-14
"TrG1110W";780,793253327156;-2,48623609871071;0,341114574753049;4,2529489723053e-14;7,35306812166084e-13
"TrG0411W";33,3014703733614;-2,47853700046592;1,11260038253808;0,00212350217959566;0,00747431804034051
"TrC0518W";12,376129322972;-2,47743313511976;0,602930643257319;6,69993191527393e-06;4,077421340695e-05
"TrA0044C";1160,33543723988;-2,47150877799653;0,252003885790195;1,294206749337e-23;4,43765253849849e-22
"TrA0277C";24,5152890576469;-2,46855657451975;0,590825850423625;4,03268442245065e-06;2,56096764627724e-05
"TrB1698C";595,027611308349;-2,46496328193277;0,225197468585328;1,14327539365263e-28;5,35871007905621e-27
"TrC0082W";64,0791459678522;-2,45760667389279;0,635254424890802;1,31030717163088e-05;7,58997657580745e-05
"TrA0832W";14,9781668862407;-2,45452772723172;1,25637548122476;0,00382710152667363;0,0125700171647545
"TrG0076W";3653,97774603311;-2,45169730992185;0,264922563540276;2,69005792722811e-21;7,78668892363083e-20
"TrC0292C";357,129291302259;-2,443608058531;0,220556894207374;2,28083445836533e-29;1,10978888074176e-27
"TrE1202W";61,5440926141852;-2,44012208433406;0,492770792992569;9,86101399216565e-08;8,06724107061238e-07
"TrF0098C";928,147443963706;-2,43822469725757;0,13146285087183;1,23277622540892e-77;3,14912686780708e-75
"TrB0798W";3,81781130261721;-2,43693390705479;2,81682000167251;0,016167923353789;0,0433918202169268
"TrD0407W";158,747091453537;-2,43291618613941;0,875688345747687;0,000532992163774505;0,00221566880774935
"TrE1245C";19,0518266328136;-2,43288259395941;1,05250845105978;0,00202338830829284;0,00717632132389316
"TrA0685C";8423,743315743;-2,43141223352583;0,315501269796602;2,30155041243947e-15;4,51386604881122e-14
"TrC1524C";24,6986372468011;-2,42787495530125;0,475643802458487;5,71854922308268e-08;4,85720165930664e-07
"TrB0352W";869,853230103762;-2,42474563888109;0,370382769662765;7,95201680962949e-12;1,10249264261593e-10
"TrE0789W";7,30035001235654;-2,42366199559601;0,840203763484676;0,000595023025639026;0,00244567388414303
"TrB0607C";814,811211877465;-2,42213476009712;0,231178702656312;1,69208738470369e-26;6,6755787246727e-25
"TrF0251C";219,37187921739;-2,41968108485624;0,356048126786286;1,52183628013074e-12;2,26678179451544e-11
"TrG1014W";247,306978592447;-2,41745875037507;0,323674609554218;1,16044613012973e-14;2,13647541579561e-13
"TrA1972W";1,37200539342504;-2,41666198130719;2,74946312793091;0,0161340228549373;0,0433265297061101
"TrG0139W";980,00335930817;-2,41168440638041;0,299980128831261;1,39386138933073e-16;3,05632525239945e-15
"TrD0031C";3,56231263725687;-2,41136737785301;1,21397209579356;0,00518376816878195;0,0163531161310942
"TrD0600C";31,659724464414;-2,40928180502993;0,376310014740724;2,61670253148733e-11;3,43228067608954e-10
"TrB1600C";5111,73328764718;-2,40499206140646;0,195450385603311;1,12782903744202e-35;7,4832188990796e-34
"TrC0737W";1287,40026372122;-2,40325785454922;0,359969224759849;3,15006473202927e-12;4,57857203867356e-11
"TrB0205W";24,5025407758267;-2,40187561273368;0,629277443161624;1,85903721282247e-05;0,000104543985914254
"TrG0189W";15,8931349732505;-2,40003836701503;0,675829316320322;5,2180703030539e-05;0,00026955633142874
"TrB0870C";49,9257618376527;-2,39353923489306;0,61122836513517;1,05453211919779e-05;6,17490498221375e-05
"TrC0174W";6939,21706382576;-2,3921036561062;0,295671581209067;8,03684038444386e-17;1,78522684887494e-15
"TrD0022W";470,088200734489;-2,39096840471949;1,08654725840119;0,00226579725878541;0,00793145474144203
"TrA1490C";26361,8170607102;-2,3859374229395;0,135822006946921;3,31019046064259e-70;7,68716502882864e-68
"TrE0425W";16,2976679722687;-2,38580660219886;1,16944608731577;0,00357976215879299;0,0118644209336837
"TrC1406W";8,33742550202504;-2,37824505489543;1,26578045639977;0,00568423989023501;0,0177077936580553
"TrD0719C";1016,27401296843;-2,37301628580295;0,376245977089086;3,91062852914068e-11;5,03894102279439e-10
"TrA0780C";1965,71809189021;-2,37118882262395;0,368178810336999;1,5263016945012e-11;2,04400402548011e-10
"TrE0586C";522,258261064533;-2,37112675249629;0,179794616417482;1,55922305823033e-40;1,25449930779508e-38
"TrC0176C";711,471206856993;-2,36847949252767;0,715802626654359;0,000105859004328309;0,000513124908077166
"TrF1143C";19,5950758775136;-2,36586902892157;0,585907592897443;8,13409020787811e-06;4,88045412472687e-05
"TrF1126C";426,538092977896;-2,36117674138039;0,306223127616923;1,83397820581631e-15;3,62467878279131e-14
"TrA0571C";402,083733621843;-2,36008333476711;0,282953446723438;1,07921478230816e-17;2,52343630334663e-16
"TrB1868C";3029,05899440353;-2,35822569314899;0,354709353423774;4,21169332900085e-12;6,04425315108576e-11
"TrA1865C";6,38489775446641;-2,35795134148153;2,05170082923946;0,014639054808391;0,0398566112529015
"TrB0414W";256,191512921337;-2,35591862554252;0,585166397848613;7,21566385484231e-06;4,36528438536286e-05
"TrD1439W";1223,13427480965;-2,34979259252016;0,409018171597809;1,23109644978869e-09;1,30626620186302e-08
"TrG1019C";637,377469462169;-2,34894726160099;0,335086801078038;3,45541252244317e-13;5,54276376049047e-12
"TrF1127W";151,538977706884;-2,34816472753041;0,366924603725404;2,32066645399241e-11;3,06363951251866e-10
"TrA0070W";4,66435883824928;-2,34687987715533;1,53203271381532;0,013235220617952;0,0365605526559159
"TrG1183C";71,8004519180642;-2,34385539876761;0,444668798262737;1,93060876775222e-08;1,74884400610746e-07
"TrE1259W";17,5438680552323;-2,33711163969415;0,861945273009715;0,000791106581023695;0,0031258805278036
"TrB0195W";835,943674522168;-2,3364476246973;0,349387708823162;3,29835329356714e-12;4,77373568748854e-11
"TrG0453C";1533,78489825797;-2,33624730747355;0,157133035028263;7,98285471524154e-51;9,37572522762506e-49
"TrC0627W";1,99514099385334;-2,33470130552233;2,55538375698177;0,0169020813791336;0,0450692764958212
"TrA0519W";2602,08102860877;-2,33264822754037;0,172985731309758;4,93338505371033e-42;4,16606020486051e-40
"TrC0005C";59,8830372915837;-2,33220359924859;0,352824594873832;6,25597835160862e-12;8,81704645472233e-11
"TrD1276C";461,660805556347;-2,32862131582944;0,349495765771205;3,94403652777318e-12;5,68408536541415e-11
"TrB0021C";1702,38538453052;-2,32586639501555;0,2043967199523;7,71883563550875e-31;4,10786783977231e-29
"TrC0121W";57,0861885561151;-2,3231722303379;0,352999501840201;7,47449071215685e-12;1,04194196585019e-10
"TrF1149W";3082,32807676448;-2,32113750347417;0,897357749906919;0,00094601160449376;0,00367469679479329
"TrG0054C";2150,93985319981;-2,31843884869514;0,301894194253119;2,40737113868769e-15;4,694373720441e-14
"TrA0684C";117,800838090688;-2,31251836683435;0,577248340255083;8,17650457725906e-06;4,90014802172628e-05
"TrA1697W";4,78972101158753;-2,29949241517473;1,87536634248729;0,0169604759560061;0,0451778267253571
"TrB0633C";31,427699737121;-2,29848725883472;0,486754833646352;3,63809180389657e-07;2,73137561000846e-06
"TrF0406C";39,4891100662861;-2,29295135627097;0,378582085085564;2,41867735561326e-10;2,78311320041175e-09
"TrB1733C";414,577891300537;-2,282961103493;0,324514456260762;3,06880888711909e-13;4,94591312438216e-12
"TrE0019W";115,703956237434;-2,28248940934313;0,469805272224142;1,70713373375215e-07;1,34698783717988e-06
"TrD0029W";40,7388131021829;-2,28093401680229;0,591910437599565;1,77576901440756e-05;0,000100302972853601
"TrC1229C";264,763425427851;-2,2784862799824;0,294259384039514;1,54116853302571e-15;3,08777648440327e-14
"TrA0094C";21,8401656757595;-2,27068015179286;0,481779177080205;4,11644293856091e-07;3,06223126037294e-06
"TrB0206W";8865,97947094772;-2,26744190186159;0,304671112144658;1,53826631937847e-14;2,78194783210783e-13
"TrG0417W";5483,12878475686;-2,26521791962685;0,161149438808174;3,48687343289219e-46;3,52761116210816e-44
"TrA0928W";1553,63960125047;-2,26412934437663;0,301239408537886;8,82846613732862e-15;1,64315604719898e-13
"TrG1143W";66,5526177314164;-2,26041694733821;0,361792003901995;6,76285955689267e-11;8,40667870466294e-10
"TrB1509W";3970,2270907058;-2,25833107044099;0,291340751724012;1,37069770555438e-15;2,77342359511974e-14
"TrF1135C";188,063295077101;-2,25512172463405;0,319715390050629;2,70611731654817e-13;4,38906456198241e-12
"TrG0186C";51,5941343549773;-2,25358846006406;0,444018338234202;6,27568781400459e-08;5,30396841054581e-07
"TrB0606W";3,52926355168123;-2,25179198882856;1,7889046311431;0,0154297742866759;0,0416873172028699
"TrF0196C";15,7650063296917;-2,24606322014919;0,611667158486906;5,19112095891264e-05;0,00026849183382301
"TrA1405W";13,5392818515416;-2,24158962263262;0,827851377057927;0,000911138326186532;0,00355615409357295
"TrA1268C";624,594126258088;-2,23545175253274;0,343247397908229;1,14294837914292e-11;1,55094907544255e-10
"TrG1016C";51,8280542358605;-2,23191532774308;0,449098785424573;1,02854295232948e-07;8,39429064449092e-07
"TrC1033W";30,1828585771054;-2,22810200075856;1,02108035144356;0,00292129112591732;0,00994328871573056
"TrB0572C";326,668587367864;-2,22343898772042;0,441594315931264;6,50014675161159e-08;5,48007421682898e-07
"TrF0302W";5,80095293321514;-2,22040702129277;1,57704596775629;0,0130676519194844;0,0361759055305586
"TrB0276W";3849,76189060387;-2,21954806322049;0,146594410147409;1,38208010413823e-52;1,7014571691668e-50
"TrG1105W";261,054617243502;-2,2192380114682;0,292790435610984;5,64831760985595e-15;1,0628823082414e-13
"TrB0038W";70,5815777828242;-2,21458420340233;0,493912458041438;1,10629922852178e-06;7,68990851499014e-06
"TrE0026C";3,16148452551318;-2,21417289670705;3,3624584956781;0,0176062826864496;0,0466306367263198
"TrB0610C";156,416649717295;-2,21285472518744;0,463913139644959;2,9242924579193e-07;2,22324556064133e-06
"TrA0526W";113,101820421231;-2,21043088838535;0,501689088210993;1,58192806224891e-06;1,07402929834282e-05
"TrD1289W";45,1613980611306;-2,20857660306725;0,749198800697656;0,00041696812139624;0,00178043471141946
"TrE0990C";475,048807659905;-2,20342049712789;0,501203434385062;1,55086484660727e-06;1,05363942836656e-05
"TrA0868C";7672,79073390261;-2,20304458683921;0,341121065823097;1,7832793653171e-11;2,37879223953134e-10
"TrB0496C";6780,86959140115;-2,19656503338053;0,179586918492996;3,24179962664211e-35;2,10985405000185e-33
"TrC1267W";17,0909069894503;-2,19611048267469;0,764482277689868;0,000581814530719056;0,00239523806401584
"TrC0324W";93,3509775228479;-2,19326832212853;0,503155069805353;1,93464937509902e-06;1,29542905077076e-05
"TrE0764C";13,3752489347052;-2,19302094735364;0,751021828061597;0,000544077973504975;0,00225716148326181
"TrA1958C";34,3939208848186;-2,19186762060409;0,442736253682913;1,22908452803699e-07;9,92005190164451e-07
"TrF1025W";110,79495234245;-2,18890634677726;0,223830921849371;2,49967551127092e-23;8,45751138217426e-22
"TrD1332C";29,4205442475781;-2,18722604480459;0,571369646239726;1,97537669708115e-05;0,000110297262791121
"TrD0033W";105,111939463792;-2,18206015042887;0,934743477644947;0,00211428684436401;0,00744958033645223
"TrD0231W";4,94775865825041;-2,18019785815216;1,16278491738843;0,00747554754570902;0,0224332290226299
"TrC1242W";7,25665056083727;-2,17973673578237;1,47338202256929;0,0120521844464416;0,0337765278863798
"TrC0658W";13,8202092429856;-2,17567791083013;0,607893002625591;5,70634348210013e-05;0,00029270792018122
"TrB0545C";2056,87405320886;-2,16691759177259;0,213905783433042;6,63670229384691e-25;2,44815249236562e-23
"TrE0047W";58,887837625732;-2,16367727450886;0,440521505682482;1,43943566214436e-07;1,14907449967118e-06
"TrF0750W";12,2649692480507;-2,16242876053563;0,776266055814279;0,000839778410233369;0,00329779238884111
"TrF1148C";9919,20832396146;-2,16161533827715;0,978352295469929;0,00272544374934395;0,00934516249355586
"TrE0846C";7,28797761151662;-2,15777646982717;1,0246889311216;0,00520273151732315;0,0163977515866773
"TrG0323W";252,317750483835;-2,15767128844486;0,308427939561589;4,30227525504623e-13;6,8050539560468e-12
"TrE1230C";3177,44520086622;-2,15722402614218;0,292535206360112;2,78304801801572e-14;4,91992813980703e-13
"TrB1744W";88,9223105026824;-2,15393075017257;0,380734429518404;2,68062990148671e-09;2,71732900132849e-08
"TrB1566C";4,45617370994134;-2,1538999206853;1,79607538891759;0,0170785837514513;0,0454687255790333
"TrE0105W";30,4141389038834;-2,13881745822273;0,913292301847471;0,00228808104743345;0,0080039753997518
