"";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj"
"TrA1899C";89,818360313544;-7,71736782555981;1,29090887916914;-5,97824366234655;2,25556188415263e-09;2,05264004274239e-08
"TrE0305W";19,2504814729487;-7,69201764828499;1,31059894774595;-5,86908578059995;4,38204686786727e-09;3,85331929047115e-08
"TrE0427W";15,6766895368049;-7,67176011948969;1,44979604803641;-5,29161334787762;1,21242009813752e-07;8,52043746864975e-07
"TrG0499W";14,6315565031576;-7,66738603650965;1,37364897956757;-5,58176517477077;2,38089698664469e-08;1,86694546418929e-07
"TrA0053C";10,2747807696667;-7,65593479426767;2,12164141723276;-3,6084961068743;0,000307977135275142;0,00115286918298078
"TrC1167C";17,491019989658;-7,65528468945011;1,35749393156911;-5,63927728251535;1,70765363690435e-08;1,36874829493906e-07
"TrC0019C";10,4162081659;-7,65378507934726;1,49860397164392;-5,1072766549199;3,26835055733898e-07;2,14509930538e-06
"TrD0538W";35,5616405764465;-7,64531274413621;1,3259472683791;-5,76592518153622;8,12110837125791e-09;6,83575780499183e-08
"TrA0008W";32,4845990896535;-7,63527610939648;1,33044298655668;-5,73889763525859;9,52947946226530e-09;7,93793460958185e-08
"TrB0604C";30,1423622228143;-7,6206019520322;1,42926392564057;-5,33183676948733;9,72243135176216e-08;6,9353786981893e-07
"TrA1904W";591,807484375747;-7,58379157418631;0,581483679538706;-13,0421400308304;7,04514229024601e-39;4,4529569057561e-37
"TrC0101W";123,696071826418;-7,56629956321373;0,874790015157524;-8,64927517702777;5,18275522690911e-18;1,07031592596901e-16
"TrC0766W";440,017309702689;-7,55776676955587;1,31043775259915;-5,7673603760008;8,05227469270973e-09;6,78877710349796e-08
"TrA1900W";46,4798922134762;-7,52716898624312;1,37713178942673;-5,46583053563559;4,60744360621005e-08;3,45939736279083e-07
"TrC1560C";9,0609052038173;-7,44910815240576;2,05245102644046;-3,62937193455216;0,000284111638567713;0,00107359823966898
"TrC1575C";683,756419642183;-7,43145605767247;0,531388948501115;-13,984965398009;1,92570482701338e-44;1,68766181856492e-42
"TrB1968W";1024,25014552124;-7,41943751248318;0,54661076027375;-13,5735299260619;5,7485504496492e-42;4,3130670963591e-40
"TrE0110C";2104,86965123449;-7,41266354816475;0,557443717000846;-13,2975999586941;2,3901807970284e-40;1,58771946065026e-38
"TrD0146W";508,037161128924;-7,40416669712701;0,532681291360719;-13,8998061640447;6,35131329315199e-44;5,34176180115178e-42
"TrB0797W";3361,83864543798;-7,33927240600037;0,491585474012758;-14,9297991783416;2,10900291491446e-50;2,22169610097404e-48
"TrG1061C";510,994594258032;-7,31833697335928;0,526831649057971;-13,8912249984321;7,16001905338968e-44;5,97374709662408e-42
"TrE1304C";53,0999034438849;-7,30705762398235;1,07367365196249;-6,80565981164416;1,00587147940996e-11;1,20025556736459e-10
"TrA0420W";72,0899637535924;-7,26726538169244;1,18700959974814;-6,12233075725288;9,22163453468725e-10;8,80699876943712e-09
"TrB0016W";490,642159249339;-7,2670802114134;0,502295813359249;-14,4677300071699;1,93761892647594e-47;1,88854465273062e-45
"TrC1545W";10,2032077835779;-7,23969004507253;1,62092694402738;-4,46638885962663;7,95509588453707e-06;4,12754701392224e-05
"TrA0421C";128,361826707415;-7,20218773170216;1,30458356254359;-5,52067950148002;3,37691225441632e-08;2,58574287087429e-07
"TrA1531C";11,301159297023;-7,19473320188692;1,48388256316404;-4,84858666075691;1,24344208062689e-06;7,42794742332839e-06
"TrF1047C";794,685896928823;-7,17079158230203;1,07452642533848;-6,6734436801247;2,49869501378915e-11;2,83476952725108e-10
"TrC1268W";171,161399296485;-7,17064117436425;0,768985955076046;-9,32480122300171;1,11191819009667e-20;2,76758825883489e-19
"TrG0929W";54,855183753409;-7,15372768778055;1,11057729245866;-6,44144962836689;1,18337724864109e-10;1,23661736734248e-09
