"";"WT_1_DD";"WT_2_DD";"WT_3_DD";"mutant_1_DD";"mutant_2_DD";"mutant_3_DD";"WT _1_LL";"WT _2_LL";"WT _3_LL";"mutant_1_LL";"mutant_2_LL";"mutant_3_LL"
"TrA0103C";15,4598710356954;21,2608215266963;14,8904957761214;13,9867599496376;16,0308034993117;14,0783577288992;11,4421008867878;13,7292556985106;14,026385296846;12,9022902463785;11,792293222329;15,0405557565508
"TrA0104W";185,935160542515;178,439644779814;178,541661563688;192,591456947928;162,746636024184;183,606864687503;193,260017849869;172,080272055524;184,217900405947;175,140424088104;177,676010611434;160,602049327427
"TrA0105C";239,162952543358;147,478022413828;298,960223260957;160,194804194256;295,135755081255;242,459754358727;333,892456296484;331,078767169044;324,183377588834;276,211229939791;284,199132854674;289,335634007875
"TrA0106C";3,35169789607596;4,25860453904671;7,09718533379429;1,56205713120068;6,67827409198257;7,79862952504628;14,8122448258941;13,2565294213139;14,4153189760415;14,3993914353043;16,2134453921041;10,3036182274221
"TrA0107W";14,3570956430671;39,096526013131;13,9898408308798;17,3199274129528;15,2362161080294;16,7323909822906;19,4293011360505;12,2409904728917;15,9297394395973;13,5072101215895;13,4829750315822;15,1792784952685
"TrA0108C";180,067571113982;328,044599259745;154,298383514629;223,007267970416;170,781329032473;158,286369940512;178,554291371443;189,502671736124;213,525007560022;214,860686736677;192,422725273078;204,982097968564
"TrA0109W";0;0,663225297064651;0,281538515019832;0;0;1,26125376618813;0;0;0;0,26556254696258;0,266313316026812;0,228030895197047
"TrA0110C";26,3724715993479;24,1269304430355;25,8128160922426;23,8943619203956;28,4534950706894;28,1261118652396;26,6157029153626;29,7713803900661;30,2411947841187;34,7941658500353;31,5056722960204;33,1813974625637
"TrA0111C";433,49106052684;239,658040202162;427,100996217497;327,472091359661;326,77575709562;355,120139200373;366,195694418929;321,265663963462;308,620576368294;301,433494215156;297,559822810093;291,493374050483
"TrA0112W";5,58858403256869;5,31825731167335;7,20280382401286;6,64644308923559;6,75143202413262;6,93511930027951;16,350840679288;17,7720517498375;13,2094280160312;11,9656914744078;15,8637716138413;20,3750422412685
"TrA0113W";0,0781697136155194;0,0478212093628176;0,324800934585528;0;0,14998487913436;0,145506344657165;0,165108329762978;0,0390220087283048;0;0;0,0384045207509115;0
"TrA0114C";19,3331294490949;9,6213832248184;26,3783951590043;12,8288019195152;22,2273414964014;19,0288369837933;2,72233372303393;2,52764835191836;2,98963560075781;1,50341673918491;0,942291895454498;1,8073167934875
"TrA0115W";26,7177865808934;13,3343665740113;31,2782306730834;17,0995098068684;29,1025705843277;24,7409733005597;3,92988119942265;5,40675587603068;4,16255527099853;2,15770697348597;1,52349676813707;2,19306369611186
"TrA0116W";57,4476331698054;67,3461744073891;63,5605901626188;52,7748102035839;44,3464382633267;39,9137131244117;21,8975672840557;21,0747226775557;17,5048832083721;13,3521629672822;12,0771743801412;14,9496133554233
"TrA0117W";0;0;0,0625641144488516;0;0;0;0;0;0;0;0;0
"TrA0118C";127,021958135741;121,464534125351;110,969488535509;93,1155364080458;122,302704903639;129,554575669819;101,456413050829;95,4980434865384;98,9002685247549;88,7375084081254;89,2913164351157;85,4695939955811
"TrA0119C";32,3977931248321;31,0577017898154;38,7712661062918;45,1257004424816;26,5950460683245;23,7803664643107;3,73895317672343;4,5017208251108;5,18733069213613;6,4633632010741;7,22004990117135;7,3062020158084
"TrA0120C";73,7621443785828;117,315124574485;21,7775619636786;111,98147257096;51,0950236326569;77,4744970782973;150,361269405882;114,81311916351;145,129179252435;140,318545210465;150,257821719482;151,225412137857
"TrA0121C";1,86361128836999;1,82413656583965;1,27213699379332;0,903276514998657;2,0432722664681;2,9733905212551;2,56420414744937;3,56174798508498;3,18757712096481;6,67797863666287;5,54583543133452;3,98705227061116
"TrA0122W";0;0;0;0;0;0;0;0;0;0;0;0,152020596798031
"TrA0123C";118,647186771107;65,2718192557033;136,867791640075;68,8867194859502;111,535577680879;110,935222024642;73,516656304989;97,6063278183352;81,4725146244539;94,568396482011;98,6429459188833;80,6690428053584
"TrA0124C";43,1145730616669;73,5624209531171;40,6546659244889;43,1172741065454;39,8602808727482;40,2452116656175;64,9524126837399;53,9438451101142;62,749775343798;60,1126225946005;54,7531999223187;66,1765207535506
"TrA0125C";14,9775350234056;8,36387953022994;16,6352966470603;11,6803230188614;15,9530084072998;15,4409102190892;17,1965790706444;18,9793804821744;16,917566299092;21,2980545793961;20,5280861301597;19,1604217699484
"TrA0126C";2,09175306652916;2,85461204503009;4,51283634294563;3,02206746441417;2,2382779955489;1,57242440339367;3,53452342721796;4,5783924693341;3,90753669655802;3,54729533533957;3,63637549767024;4,33203218904754
"TrA0127W";14,9583330554269;127,535066409832;1,96272564756683;25,9480004594308;29,1538465420239;36,0502362198458;7,98180839882738;22,3228188216605;7,64760753469212;66,0314950104669;103,195141801742;15,499585704965
"TrA0128C";23,8024602549787;22,4175892618216;21,9213513884088;17,8404892387225;20,2062189208564;21,2776708340131;16,6201291767791;15,1486478559284;16,0759131505458;16,1091521994221;12,5781574345082;11,9743719065996
"TrA0129C";26,6576902432088;19,9268156338101;26,7899761912968;25,1343096105504;22,7746270316329;19,8924613083897;59,3043128499637;34,9614860025301;51,8027814951355;36,7454953174626;36,8493781181429;48,1413060579268
"TrA0130C";5,08704443990227;4,99465964456095;6,58901724990385;6,08801753698728;6,80828797506486;7,01415199885819;9,81618411821601;7,39883967204028;7,80316411808512;8,9226998210219;8,02227766796817;10,8848479735844
"TrA0131C";19,3394042865729;20,790270770485;26,6088654535102;23,1867855412602;25,0641398020087;23,8883020419446;27,4189899626385;31,5352027759048;23,8617211838262;19,7991632235434;22,4623774703109;24,7716154884273
"TrA0132W";67,4820908341976;67,7477213527265;60,0066517151361;73,5349199255725;53,036846716664;60,2922505241773;65,0743483161315;53,8901652397321;70,8593473202469;56,388130689833;56,6759648368629;60,2944932241045
"TrA0133C";1,86524962796416;1,45229334280311;2,64213067941689;0,616411775619962;4,88027722106419;3,31418681946049;2,00568518739765;1,35436387217009;1,34072547119826;0,332293648507023;0,999699217085264;1,85465128093598
"TrA0134W";0,97662667517111;1,99154150384392;0,628016996935941;0,845290409605434;1,11539387963844;1,51492365165213;0,0392916025258732;0,650037512486697;0,105059862119213;0,31897386090864;0,22848259180922;0,234765984928605
"TrA0135W";1,55603712279363;0;2,96333087965973;0,314249140512138;2,48798446564057;0,241369348196002;0;0,258922504973693;0;0;0;0,218194268345409
"TrA0136W";6,55939226153252;6,20556005594963;6,05040765340724;3,88723631942453;6,77419510197582;5,78795847564316;2,60436241522714;3,27442241045999;2,36845928187289;2,65159525211092;2,85280020485307;2,08082826641598
